text,label
​I feel like there's nothing for me to do. School got canceled which means sports got canceled as well and those are the only things that keep my mind occupied and make me not think of the sad things. All day I've been so sad because I'm not gunna do anything I'm just gunna feel so sad and alone for this next month since I have no phone and I can't even occupy my mind by texting my friends or going out. And swim - the one thing that made me feel good was taken away from me. I feel so resentful against the world and I just wish I could smoke to help me feel better but I can't do that since I got in trouble. I feel like there's nothing for me to do. My mom doesn't even trust me anymore which I get it but it still sucks and makes me feel like shit. I just wish things could go back to normal..where I could smoke or go to practice to help me feel better. I don't even have any motivation to do anything right now. I just want to cry and go to sleep.,High Stress
"​I'm the oldest sibling and in charge of three younger siblings. one of which is two years younger than me and has ADHD. The past year it has gotten progressively worse as his behaviors include stealing my things, disrespecting me, lying too often and unnecessarily, and being incredibly rude. Admittedly, lately I've been resorting to swearing and yelling as a way to release my anger with him and I know that it's completely unreasonable to do so. But it's my first reaction to being upset with him. I sometimes bring up how I'm frustrated and upset with my mom but she has failed to make any long lasting positive changes, and resorts to putting him on his ipad or playing on the xbox for hours to keep him preoccupied. Something which I don't agree with because she always resorts to it and he gets the pleasure after doing something wrong. I don't want to have a negative relationship with my brother. I don't want to resort to yelling and swearing when I'm upset, and I don't want to keep dealing with this until I move out. Help.",Moderate Stress
"I've felt very... over it recently. This quarantine hasn't helped either. Every little thing has bothered me and at the end of the day, that little voice consumes me. And every day, I have nobody to talk about it with, so I'm here again. 

I feel so broken. Yesterday I was on the verge of ""letting go"" and today isn't much better. These past few days are only the start of the downward spiral that usually lasts a week and I know I have no control over it. I've cried so much and I just want all of it to stop.",Moderate Stress
I am an emotional abuser. I don't want to be one anymore. What do I need to do? Who do I need to talk to? I want to change.​,Moderate Stress
"​Hi, I've been very upset and crying a lot. We have to stay in our house for another 30 days. I miss going to school, my friends and dancing every day. I wish I could take my cat and disappear. I do school online, but it's not the same. Sorry for being upset about this.​",High Stress
"I have been having panic attacks lately and I don't know what is triggering them. Is there a way I can figure that out? Also with that, my mom does not believe me when I say that I do not know what my panic attack is about. What do I say to her?",Moderate Stress
"​I broke up with my girlfriend a couple months ago. I'm here, still feeling depressed. Her and I did so many bad things to each other. A few weeks after our break up, I was going to kill myself because of how hopeless, alone, lied to and betrayed I felt. The police stopped me. Then I was in mental recovery for a small while and now I'm home. I'm home. Still living. She wanted out because she wasn't happy. And I made it worse for the both of us.",High Stress
​I feel lonely. And I don’t know what to do.​,Moderate Stress
"​Hello, Currently I am really struggling with this entire stay-at-home order. I have really bad anxiety about health things, and this virus is scaring me so bad. I'm so afraid of getting it and dying. My mind keeps making up symptoms, and although I am fine, I am constantly double-checking my temp and swallowing to make sure my throat doesn't hurt. I can't see my boyfriend, which is making me so sad. I can't work right now and I'm stressing about money for my next semester classes, if they even happen at this rate. My parents are laid off as well and I know money is getting tight. There is so much talk of death on the TV. I feel like I am living in a nightmare and I am so depressed. I wake up in the morning and then feel like I stare at a wall all day before it's night, and then it's the same thing the next day. I am struggling to remain calm and to remain happy. Today, to make things worse, we had to put our pet bunny down as he was so sick. I just cannot seem to stop crying. I feel like my world is falling apart and none of us know when this will ever be normal again. I have gone through a lot of my periods of feeling hopeless but I feel like this one is the worst.",Low Stress
​For the past month or 2 I've been having suicidal thoughts and I've harmed myself a couple times. My moods have been constantly up and down. I'm really stressed out because the thoughts won't go away. I've also been having daily anxiety attacks and it takes about 2 hours to calm down.,High Stress
​I am feeling very upset that I can't help care of my mom because I am very sick and I can't be near her. ,Moderate Stress
"I keep getting panic attacks. Online school is so hard right now, and I'm scared I'm not going to be able to get into a college. My parents told me that if my grades keep at where they are now, no college will accept me, and I'll be on the street. I tell them I'm depressed and have frequent panic attacks, but they don't believe in mental illnesses or anything related to mental well-being. I love them, but sometimes in bed, I'll keep thinking about how sucky my future is going to be like they say. I try to understand what's being taught in school, but I guess I'm too stupid to get it. I mean, I'm in all AP classes but sometimes I take hard classes to impress others and my parents. All my cousins and aunts and uncles are so smart. I'm the black sheep, I feel like. I'm also stressed about my ACT in June. My hair is falling out in tremendous amounts, I don't have an appetite and I feel like I'm alone. Please help me.",High Stress
"​Some months back, shortly after I got my license, I went to this party a friend of mine was throwing. Someone brought booze. I hadn't planned on drinking, but I got caught up in the moment I guess and drank along with everyone else. I mean, I got really trashed. By the end of the night, I thought I was good to drive. I even agreed to give someone a lift home. Long story short, I got pulled over and arrested for drunk driving. Fast forward to today. I was in court early this morning to receive my sentence. I'd never been in trouble with the law before, so I thought I might be given probation with community service. But that's not what happened. The judge sentenced me to 30 days in juvie. The only reason I'm not there right now is because I have a job and I do some volunteer work as well. So the judge gave me the rest of the week to resign and get my affairs in order. Then on Friday at 6 pm, I have to report to the county juvenile detention center to begin serving my sentence. I own the fact that what I did was criminal and stupid. I know I'm lucky that I didn't get in an accident. And I don't deny that I deserve my punishment. My parents are upset and disappointed in me beyond belief. I don't blame them. I really hate what this has done to our relationship. We used to be so close, but now all trust is lost. I could really use some help in figuring out how to show them that I take full responsibility and that I've learned from this and won't be so reckless in the future. I'm also really stressed from thinking about juvie. None of my friends have ever been there and no one in my family has ever gone to jail or anyplace like that, so I have no idea what to expect. I'm really doing my best not to freak out right now. ",Moderate Stress
"​I have been noticing how when my mom asks me to do something she will ask me to put the thing away and then tell me in much detail where it goes, or she will ask me to say, cook a whole chicken and then tell me step by step how to do it, even though I've done it many times already for her. Whenever I tell her I don't know say, what drawer her t-shirts go in she tells me how many other times she tells me to do something and I say 'I know' and I should not say anything because she doesn't know when I do or don't know how to do something or where to put something away. Is this something that parents do or is it just how my mom does things? I don't have any siblings and I've never seen other parents that I know do this to their children, so I was just curious. ",High Stress
"​I have anger management issues and I'm really really really mad at my younger sister right now, enough to hurt her if I was with her. I need help. ",Moderate Stress
"​I have always had a hard time with positive thinking. I'm very hard on myself and can't seem to make anything better. I try to brush this off as being a normal teenager and being dramatic, but I don't know when bring dramatic turns into something actually serious. When I was younger I wanted to have something clinically wrong with me. Maybe I still do want something to be wrong with me. Some days I have such dark thoughts I don't want to talk to anyone because all my friends have their best friends and I worry they won't be there to support me and understand what I'm going through. I worry they will think I'm crazy and they just don't want to deal with that. I have no best friend who I can absolutely count on, either. Most days I'm very happy, but sometimes when I think about it I'm not as happy as I think I am. I also overthink everything from what I said to someone to how I walk or talk. If I'm saying to much or not enough. If I should walk faster or slower to see my crush or avoid someone. How I carry myself and who I talk to. It's all exhausting. I worry about how I look, too. I know girls get lots of pressure from today's society and I can't tell if what I feel is normal or not. I get anxious about my expressions and face especially since I'm not Caucasian, and I look different. I guess I just don't know if I need to seek help or not because I look forward to my future some days while other days I wonder if anyone would care if I'm gone and how much of a relief it would be to not have to overthink and worry about everything. ",Low Stress
"​I don't know if I can manage to do this much longer. I'm tired all the time, which is mostly my fault. I'm trying to do some things to help me become more comfortable in my body, and they're all healthy things, but none of it seems to be working fast enough. My friends all feel like they're drifting further and further away, and I just learned earlier today that one of them is having issues with their family. I tried my hardest to console them by telling them a bit about my own experiences so they would be able to feel a bit less alone, but talking about some things has made them the forethought in my mind. All I can picture at the moment is my mother screaming at me when I went to her for help about two years ago; I can't make the thought go away. I feel like I'm suffocating and I don't know how to fix it. On top of all that, my emotions have become so scattered lately that I genuinely have no clue which one to focus on most days. I'm not sure how to fix the mess I've managed to make of my life, and I'm not sure how much longer I'll be able to continue working with the train wreck it's become. ",High Stress
"​So ever since the start of high school math has been really hard for me. I just barely passed algebra 1 last year and now I'm failing geometry and the semester is almost over. I'm constantly going in before and after school to ask questions and to get extra help. But nothing seems to be working. I don't know why I'm so bad at math. I'm taking AP world history, honors English, and honors Spanish and I'm doing exceptionally well in all of those classes. My teacher has suggested that I move down to a lower math class that goes at a slower pace. So I'm going to go ahead and take the easier math class. I just feel so stupid and I feel like I can't do anything. I really want to be a doctor when I get older and since I can't take normal math classes I'm guessing that I'll never be smart enough to do anything in the medical field. ",Moderate Stress
​Hi I have a big problem. I met the boy online and we started dating then he made me send him a naked picture saying otherwise he would make my family hate me. Then he blackmailed me with the pic and said if I don't send him more nudes he will send the one he has to all my family and friends on Facebook. Help! How do I make this stop?,Moderate Stress
"​Hello, I have a history of self harm. For the past 6-7 months, I haven't done anything, But in a moment of extreme emotion, I harmed myself again without even thinking. I feel super bad for doing this because I thought that I was getting better. Do y'all have any advice for me? ",Moderate Stress
"My boyfriend's changed, and I don't know what to do about it. He used to be super sweet and caring, and would send me paragraphs about how much he loves me, and cute stuff like that, but recently he hasn't done any of that. All he really does anymore is insult me. And I know he doesn't mean what he says, but it's still super hurtful, because he's someone I really care about. I've tried talking to him about this. We got into a fight last night and I tried ending the relationship. Regarding him not saying cute/sweet things to me anymore he said ""Yeah, I got out of the obsessive phase, I'd rather die than be stuck in that"", he also said that I'm too attached to him. I've been giving him space since he said that. I just miss the way he used to be. I feel like he doesn't care about me anymore. When I tried breaking up with him last night he freaked out, and said I was being stupid, that it was obvious he loved me, but it really isn't. I'm sick of this, but I don't know what to do. I don't want to lose him, but I can't see myself staying with him, either. ",High Stress
I met this guy and got his Snapchat a little while ago. We spoke for a while but he recently stopped opening my messages and I know he's ignoring me because he's posting and his Snapscore is going up. It hurts so much... he's so perfect. How do I deal with this? He's the first boy I have ever truly liked. :( ,Moderate Stress
​My boyfriend isn't okay. I am getting worried about him the longer I let this go on without saying anything. I've tried to talk to him but it doesn't work. He has cut himself and has done worse in past. He breaks down and has panic attacks when we get into fights. I am not the only one scared of what he might do. He refuses to talk to anyone but I can't go on knowing the things that I do. He has threatened to make me watch him hurt himself if I don't keep a promise to him. And tells me that if I leave him he won't be able to handle it. He doesn't want me to say anything to anyone and says that he just wants to talk to me about these things but I can't handle it on my own anymore. I'm scared that one day he won't hesitate to take it a step farther. I don't know what to do and I need help. ,High Stress
"​On Monday I saw my school counselor, and I told her about my cuts. And how I would feel depressed all day. Now my mom knows about my cuts. I feel more relaxed now that she knows. But I still feel like killing myself. I just don’t want to die and leave my family and friends behind. I feel like everything would be more better if I’m dead, I mean it’s probably is, so I don’t have to worried about being stressed and depressed. ",Moderate Stress
​I recently got back in contact with my ex. All of my friends hate him. But every time I see him he makes me the happiest person ever. I think I love him but my friends hate him. What should I do? ,Low Stress
"​I've been feeling really overwhelmed with everything in my life lately. There's a lot of pressure on me to do it all, know who I am and where I'm going, and I'm worried that once high school is over I will be left with no obligations and no idea what I want to do. I'm a straight A student and involved in several different extracurriculars. The world (and my family) tells me that being involved is important to my future, but my hobbies are starting to feel more like chores than fun at this point. I'm so involved in different things I don't know what I actually enjoy doing. I gave up social media, the absence of constant media consumption leaves me with the realization that I'm just empty inside. I guess I'm just tired of being me, of keeping up appearances as the person I'm expected to be. I don't want to be smart or special, I just want to be average. I'm sick of all the expectations put on me because I don't really know who I am. Not to mention I'm not very good at being who I am supposed to be. I'm just anxious, overwhelmed, and alone in the middle. ",High Stress
​I need help I'm depressed and very suicidal. Everybody says I'm not but I have to fake to be happy and hurts me even more knowing that none of them believe me or want to help me. ,Moderate Stress
"​Hello, I am writing to ask how to deal with excessive worry and overthinking. It affects my day all the time and I can’t stop thinking about things, even if I cannot control them. The excessive worrying takes up most of my day and I start to overthink and feel guilty over things. Any advice would be appreciated. This is hard to explain it in writing! ",Moderate Stress
​What do I do when my friends are leaving me out? How do I not become left out? ,Moderate Stress
​There are a lot of people who I know that say things like “I’m gonna kill my self” as a joke or if something goes wrong they immediately resort to saying that. I just never know when people are serious or saying it as a joke or just to say it if something goes wrong. I do want to help. I just never know when they mean it or how to help. ,High Stress
​One of my best friends passed away this summer and I feel like it is consuming my happiness and ability to focus in school or at home and I feel guilty of being alive. How can I get help? ,Moderate Stress
My friend is getting bullied and I want to help but I don't know how? Can you help?,Low Stress
​I’m really messed up over a break up. Should I try to get him back?,Moderate Stress
​I want to die and I would have already killed myself if i weren’t so afraid of how painful death is. I don’t know how to go on it all hurts too bad. I feel like I’m alone and I have no one to talk to. The world isn’t listening to me. ,High Stress
,
,
